Date,Location,Gear,Treatment,Cage,Bag,Oyster,Height,Length,Width,Cup.ratio,Shell.shape,Replicate
7/5/22,Outside,FC,FCo,2,A,33,60,40,19,0.32,0.04,2
7/5/22,Outside,FC,FCo,2,A,34,55,29,9,0.16,4.41,2
7/5/22,Outside,FC,FCo,2,A,35,41,30,11,0.27,0.78,2
7/5/22,Outside,FC,FCo,2,A,36,55,34,12,0.22,1.79,2
7/5/22,Outside,FC,FCo,2,A,37,49,35,19,0.39,0.33,2
7/5/22,Outside,FC,FCo,2,A,38,43,32,14,0.33,0.28,2
7/5/22,Outside,FC,FCo,2,A,39,37,30,12,0.32,0.77,2
7/5/22,Outside,FC,FCo,2,A,40,36,25,9,0.25,0.76,2
7/5/22,Outside,FC,FCo,2,B,41,39,28,10,0.26,0.84,2
7/5/22,Outside,FC,FCo,2,B,42,51,45,20,0.39,1.91,2
7/5/22,Outside,FC,FCo,2,B,43,47,35,15,0.32,0.35,2
7/5/22,Outside,FC,FCo,2,B,44,50,40,14,0.28,1.54,2
7/5/22,Outside,FC,FCo,2,B,45,46,41,18,0.39,1.85,2
7/5/22,Outside,FC,FCo,2,B,46,62,37,15,0.24,1.31,2
7/5/22,Outside,FC,FCo,2,B,47,58,37,15,0.26,0.77,2
7/5/22,Outside,FC,FCo,2,B,48,34,32,9,0.26,3.27,2
7/5/22,Outside,FC,FCo,2,C,49,44,30,12,0.27,0.47,2
7/5/22,Outside,FC,FCo,2,C,50,36,27,9,0.25,1.13,2
7/5/22,Outside,FC,FCo,2,C,51,52,30,13,0.25,1.02,2
7/5/22,Outside,FC,FCo,2,C,52,44,29,10,0.23,1.28,2
7/5/22,Outside,FC,FCo,2,C,53,47,35,10,0.21,2.49,2
7/5/22,Outside,FC,FCo,2,C,54,42,40,13,0.31,3.34,2
7/5/22,Outside,FC,FCo,2,C,55,42,30,10,0.24,1.27,2
7/5/22,Outside,FC,FCo,2,C,56,44,37,14,0.32,1.37,2
7/5/22,Outside,FC,FCo,2,D,57,70,39,16,0.23,2.19,2
7/5/22,Outside,FC,FCo,2,D,58,38,32,9,0.24,2.59,2
7/5/22,Outside,FC,FCo,2,D,59,32,25,8,0.25,1.26,2
7/5/22,Outside,FC,FCo,2,D,60,41,27,10,0.24,0.83,2
7/5/22,Outside,FC,FCo,2,D,61,29,25,7,0.24,2.13,2
7/5/22,Outside,FC,FCo,2,D,62,45,35,13,0.29,0.97,2
7/5/22,Outside,FC,FCo,2,D,63,34,25,9,0.26,0.72,2
7/5/22,Outside,FC,FCo,2,D,64,64,40,14,0.22,2.07,2
7/5/22,Outside,FC,FCo,3,A,65,55,41,16,0.29,0.76,3
7/5/22,Outside,FC,FCo,3,A,66,44,32,14,0.32,0.22,3
7/5/22,Outside,FC,FCo,3,A,67,45,34,8,0.18,3.83,3
7/5/22,Outside,FC,FCo,3,A,68,53,29,11,0.21,2.34,3
7/5/22,Outside,FC,FCo,3,A,69,60,41,10,0.17,4.70,3
7/5/22,Outside,FC,FCo,3,A,70,51,40,14,0.27,1.46,3
7/5/22,Outside,FC,FCo,3,A,71,37,29,11,0.30,0.75,3
7/5/22,Outside,FC,FCo,3,A,72,46,29,12,0.26,0.57,3
7/5/22,Outside,FC,FCo,3,B,73,45,35,12,0.27,1.36,3
7/5/22,Outside,FC,FCo,3,B,74,43,29,10,0.23,1.18,3
7/5/22,Outside,FC,FCo,3,B,75,29,25,8,0.28,1.56,3
7/5/22,Outside,FC,FCo,3,B,76,27,22,10,0.37,0.49,3
7/5/22,Outside,FC,FCo,3,B,77,63,36,21,0.33,0.60,3
7/5/22,Outside,FC,FCo,3,B,78,44,29,11,0.25,0.77,3
7/5/22,Outside,FC,FCo,3,B,79,38,27,9,0.24,1.15,3
7/5/22,Outside,FC,FCo,3,B,80,29,20,7,0.24,0.71,3
7/5/22,Outside,FC,FCo,3,C,81,65,43,9,0.14,6.79,3
7/5/22,Outside,FC,FCo,3,C,82,45,36,8,0.18,4.51,3
7/5/22,Outside,FC,FCo,3,C,83,51,39,12,0.24,2.21,3
7/5/22,Outside,FC,FCo,3,C,84,36,29,10,0.28,1.20,3
7/5/22,Outside,FC,FCo,3,C,85,44,32,15,0.34,0.14,3
7/5/22,Outside,FC,FCo,3,C,86,39,27,10,0.26,0.70,3
7/5/22,Outside,FC,FCo,3,C,87,62,45,19,0.31,0.42,3
7/5/22,Outside,FC,FCo,3,C,88,44,32,11,0.25,1.16,3
7/5/22,Outside,FC,FCo,3,D,89,49,33,14,0.29,0.30,3
7/5/22,Outside,FC,FCo,3,D,90,43,28,13,0.30,0.10,3
7/5/22,Outside,FC,FCo,3,D,91,41,29,10,0.24,1.06,3
7/5/22,Outside,FC,FCo,3,D,92,50,35,13,0.26,0.87,3
7/5/22,Outside,FC,FCo,3,D,93,36,29,9,0.25,1.69,3
7/5/22,Outside,FC,FCo,3,D,94,47,33,14,0.30,0.27,3
7/5/22,Outside,FC,FCo,3,D,95,42,30,10,0.24,1.27,3
7/5/22,Outside,FC,FCo,3,D,96,32,26,9,0.28,1.09,3
7/26/22,Inside,BP,BPi,,,1,61,48,16,0.26,2.12,BPi
7/26/22,Inside,BP,BPi,,,2,44,30,13,0.30,0.20,BPi
7/26/22,Inside,BP,BPi,,,3,54,45,15,0.28,2.29,BPi
7/26/22,Inside,BP,BPi,,,4,63,45,21,0.33,0.14,BPi
7/26/22,Inside,BP,BPi,,,5,54,41,19,0.35,0.39,BPi
7/26/22,Inside,BP,BPi,,,6,57,43,17,0.30,0.77,BPi
7/26/22,Inside,BP,BPi,,,7,39,32,9,0.23,2.50,BPi
7/26/22,Inside,BP,BPi,,,8,53,45,18,0.34,1.56,BPi
7/26/22,Inside,BP,BPi,,,9,60,47,23,0.38,0.78,BPi
7/26/22,Inside,BP,BPi,,,10,45,31,9,0.20,2.28,BPi
7/26/22,Inside,BP,BPi,,,11,54,34,15,0.28,0.40,BPi
7/26/22,Inside,BP,BPi,,,12,51,37,17,0.33,0.17,BPi
7/26/22,Inside,BP,BPi,,,13,53,40,15,0.28,0.96,BPi
7/26/22,Inside,BP,BPi,,,14,46,37,14,0.30,1.09,BPi
7/26/22,Inside,BP,BPi,,,15,57,46,13,0.23,3.48,BPi
7/26/22,Inside,BP,BPi,,,16,60,43,17,0.28,0.68,BPi
7/26/22,Inside,BP,BPi,,,17,51,41,14,0.27,1.75,BPi
7/26/22,Inside,BP,BPi,,,18,41,31,11,0.27,0.99,BPi
7/26/22,Inside,BP,BPi,,,19,57,38,14,0.25,1.15,BPi
7/26/22,Inside,BP,BPi,,,20,62,41,16,0.26,0.89,BPi
7/26/22,Inside,BP,BPi,,,21,45,35,10,0.22,2.50,BPi
7/26/22,Inside,BP,BPi,,,22,39,26,10,0.26,0.60,BPi
7/26/22,Inside,BP,BPi,,,23,65,56,18,0.28,3.46,BPi
7/26/22,Inside,BP,BPi,,,24,38,25,9,0.24,0.90,BPi
7/26/22,Inside,BP,BPi,,,25,52,32,13,0.25,0.88,BPi
7/26/22,Inside,BP,BPi,,,26,54,38,17,0.31,0.16,BPi
7/26/22,Inside,BP,BPi,,,27,38,37,9,0.24,5.06,BPi
7/26/22,Inside,BP,BPi,,,28,48,34,14,0.29,0.38,BPi
7/26/22,Inside,BP,BPi,,,29,66,50,19,0.29,1.13,BPi
7/26/22,Inside,BP,BPi,,,30,62,37,13,0.21,2.37,BPi
7/26/22,Inside,BP,BPi,,,31,46,34,13,0.28,0.70,BPi
7/26/22,Inside,BP,BPi,,,32,54,42,15,0.28,1.38,BPi
7/26/22,Inside,BP,BPi,,,33,38,35,12,0.32,2.38,BPi
7/26/22,Inside,BP,BPi,,,34,50,33,12,0.24,1.12,BPi
7/26/22,Inside,BP,BPi,,,35,59,41,16,0.27,0.73,BPi
7/26/22,Inside,BP,BPi,,,36,61,50,20,0.33,1.38,BPi
7/26/22,Inside,BP,BPi,,,37,55,34,14,0.25,0.83,BPi
7/26/22,Inside,BP,BPi,,,38,64,37,14,0.22,2.17,BPi
7/26/22,Inside,BP,BPi,,,39,61,40,17,0.28,0.44,BPi
7/26/22,Inside,BP,BPi,,,40,40,34,11,0.28,1.99,BPi
7/26/22,Inside,BP,BPi,,,41,50,40,14,0.28,1.54,BPi
7/26/22,Inside,BP,BPi,,,42,63,35,17,0.27,1.06,BPi
7/26/22,Inside,BP,BPi,,,43,44,35,13,0.30,1.05,BPi
7/26/22,Inside,BP,BPi,,,44,51,40,14,0.27,1.46,BPi
7/26/22,Inside,BP,BPi,,,45,57,41,15,0.26,1.08,BPi
7/26/22,Inside,BP,BPi,,,46,59,38,17,0.29,0.28,BPi
7/26/22,Inside,BP,BPi,,,47,71,52,23,0.32,0.36,BPi
7/26/22,Inside,BP,BPi,,,48,54,35,15,0.28,0.39,BPi
7/26/22,Inside,BP,BPi,,,49,66,49,23,0.35,0.33,BPi
7/26/22,Inside,BP,BPi,,,50,45,31,11,0.24,1.03,BPi
7/26/22,Inside,BP,BPi,,,51,46,33,12,0.26,0.90,BPi
7/26/22,Inside,BP,BPi,,,52,46,28,11,0.24,1.00,BPi
7/26/22,Inside,BP,BPi,,,53,40,33,11,0.28,1.63,BPi
7/26/22,Inside,BP,BPi,,,54,49,35,16,0.33,0.13,BPi
7/26/22,Inside,BP,BPi,,,55,55,33,12,0.22,1.81,BPi
7/26/22,Inside,BP,BPi,,,56,62,31,12,0.19,3.90,BPi
7/26/22,Inside,BP,BPi,,,57,72,44,16,0.22,2.18,BPi
7/26/22,Inside,BP,BPi,,,58,47,37,13,0.28,1.34,BPi
7/26/22,Inside,BP,BPi,,,59,48,42,10,0.21,5.00,BPi
7/26/22,Inside,BP,BPi,,,60,52,34,17,0.33,0.01,BPi
7/26/22,Inside,BP,BPi,,,61,65,51,14,0.22,4.07,BPi
7/26/22,Inside,BP,BPi,,,62,48,28,11,0.23,1.34,BPi
7/26/22,Inside,BP,BPi,,,63,41,35,11,0.27,2.23,BPi
7/26/22,Inside,BP,BPi,,,64,40,30,12,0.30,0.49,BPi
7/26/22,Inside,BP,BPi,,,65,51,40,11,0.22,3.18,BPi
7/26/22,Inside,BP,BPi,,,66,50,36,13,0.26,1.02,BPi
7/26/22,Inside,BP,BPi,,,67,35,26,9,0.26,0.91,BPi
7/26/22,Inside,BP,BPi,,,68,41,34,15,0.37,0.89,BPi
7/26/22,Inside,BP,BPi,,,69,57,35,12,0.21,2.13,BPi
7/26/22,Inside,BP,BPi,,,70,55,40,16,0.29,0.59,BPi
7/26/22,Inside,BP,BPi,,,71,56,40,12,0.21,2.52,BPi
7/26/22,Inside,BP,BPi,,,72,54,39,15,0.28,0.75,BPi
7/26/22,Inside,BP,BPi,,,73,71,47,15,0.21,2.78,BPi
7/26/22,Inside,BP,BPi,,,74,61,34,17,0.28,0.89,BPi
7/26/22,Inside,BP,BPi,,,75,50,45,14,0.28,3.39,BPi
7/26/22,Inside,BP,BPi,,,76,53,34,15,0.28,0.31,BPi
7/26/22,Inside,BP,BPi,,,77,49,40,13,0.27,2.08,BPi
7/26/22,Inside,BP,BPi,,,78,54,40,15,0.28,0.93,BPi
7/26/22,Inside,BP,BPi,,,79,63,42,17,0.27,0.66,BPi
7/26/22,Inside,BP,BPi,,,80,43,30,12,0.28,0.44,BPi
7/26/22,Inside,BP,BPi,,,81,40,31,10,0.25,1.51,BPi
7/26/22,Inside,BP,BPi,,,82,50,38,13,0.26,1.44,BPi
7/26/22,Inside,BP,BPi,,,83,49,36,12,0.24,1.49,BPi
7/26/22,Inside,BP,BPi,,,84,64,33,20,0.31,1.45,BPi
7/26/22,Inside,BP,BPi,,,85,40,33,12,0.30,1.25,BPi
7/26/22,Inside,BP,BPi,,,86,54,34,12,0.22,1.64,BPi
7/26/22,Inside,BP,BPi,,,87,50,34,14,0.28,0.41,BPi
7/26/22,Inside,BP,BPi,,,88,46,29,11,0.24,0.99,BPi
7/26/22,Inside,BP,BPi,,,89,62,45,14,0.23,2.46,BPi
7/26/22,Inside,BP,BPi,,,90,62,34,16,0.26,1.32,BPi
7/26/22,Inside,BP,BPi,,,91,50,39,14,0.28,1.26,BPi
7/26/22,Inside,BP,BPi,,,92,47,43,16,0.34,2.50,BPi
7/26/22,Inside,BP,BPi,,,93,53,45,16,0.30,2.04,BPi
7/26/22,Inside,BP,BPi,,,94,38,27,9,0.24,1.15,BPi
7/26/22,Inside,BP,BPi,,,95,50,43,16,0.32,1.85,BPi
7/26/22,Inside,BP,BPi,,,96,42,31,11,0.26,0.96,BPi
7/26/22,Outside,BP,BPo,,,1,51,35,15,0.29,0.26,BPo
7/26/22,Outside,BP,BPo,,,2,54,37,11,0.20,2.56,BPo
7/26/22,Outside,BP,BPo,,,3,52,40,12,0.23,2.46,BPo
7/26/22,Outside,BP,BPo,,,4,56,45,11,0.20,4.72,BPo
7/26/22,Outside,BP,BPo,,,5,57,41,18,0.32,0.25,BPo
7/26/22,Outside,BP,BPo,,,6,51,36,12,0.24,1.55,BPo
7/26/22,Outside,BP,BPo,,,7,51,31,11,0.22,1.74,BPo
7/26/22,Outside,BP,BPo,,,8,37,29,12,0.32,0.53,BPo
7/26/22,Outside,BP,BPo,,,9,57,39,16,0.28,0.47,BPo
7/26/22,Outside,BP,BPo,,,10,45,32,14,0.31,0.19,BPo
7/26/22,Outside,BP,BPo,,,11,71,36,18,0.25,2.31,BPo
7/26/22,Outside,BP,BPo,,,12,57,34,16,0.28,0.50,BPo
7/26/22,Outside,BP,BPo,,,13,58,40,19,0.33,0.04,BPo
7/26/22,Outside,BP,BPo,,,14,48,38,12,0.25,2.04,BPo
7/26/22,Outside,BP,BPo,,,15,51,32,12,0.24,1.19,BPo
7/26/22,Outside,BP,BPo,,,16,70,41,14,0.20,3.15,BPo
7/26/22,Outside,BP,BPo,,,17,54,35,13,0.24,1.15,BPo
7/26/22,Outside,BP,BPo,,,18,57,45,16,0.28,1.57,BPo
7/26/22,Outside,BP,BPo,,,19,50,36,12,0.24,1.51,BPo
7/26/22,Outside,BP,BPo,,,20,42,33,13,0.31,0.74,BPo
7/26/22,Outside,BP,BPo,,,21,49,38,11,0.22,2.61,BPo
7/26/22,Outside,BP,BPo,,,22,45,30,12,0.27,0.52,BPo
7/26/22,Outside,BP,BPo,,,23,46,34,12,0.26,1.09,BPo
7/26/22,Outside,BP,BPo,,,24,57,43,15,0.26,1.48,BPo
7/26/22,Outside,BP,BPo,,,25,53,36,14,0.26,0.71,BPo
7/26/22,Outside,BP,BPo,,,26,47,33,13,0.28,0.54,BPo
7/26/22,Outside,BP,BPo,,,27,48,31,12,0.25,0.81,BPo
7/26/22,Outside,BP,BPo,,,28,50,38,15,0.30,0.71,BPo
7/26/22,Outside,BP,BPo,,,29,51,42,15,0.29,1.67,BPo
7/26/22,Outside,BP,BPo,,,30,44,30,10,0.23,1.38,BPo
7/26/22,Outside,BP,BPo,,,31,60,44,18,0.30,0.56,BPo
7/26/22,Outside,BP,BPo,,,32,40,34,12,0.30,1.58,BPo
7/26/22,Outside,BP,BPo,,,33,59,36,12,0.20,2.48,BPo
7/26/22,Outside,BP,BPo,,,34,37,28,10,0.27,0.87,BPo
7/26/22,Outside,BP,BPo,,,35,49,34,13,0.27,0.71,BPo
7/26/22,Outside,BP,BPo,,,36,45,40,15,0.33,2.00,BPo
7/26/22,Outside,BP,BPo,,,37,46,35,14,0.30,0.61,BPo
7/26/22,Outside,BP,BPo,,,38,44,31,15,0.34,0.06,BPo
7/26/22,Outside,BP,BPo,,,39,63,43,18,0.29,0.43,BPo
7/26/22,Outside,BP,BPo,,,40,51,33,14,0.27,0.42,BPo
7/26/22,Outside,BP,BPo,,,41,65,47,18,0.28,0.93,BPo
7/26/22,Outside,BP,BPo,,,42,45,37,12,0.27,1.97,BPo
7/26/22,Outside,BP,BPo,,,43,57,45,15,0.26,2.00,BPo
7/26/22,Outside,BP,BPo,,,44,42,31,11,0.26,0.96,BPo
7/26/22,Outside,BP,BPo,,,45,55,44,13,0.24,2.93,BPo
7/26/22,Outside,BP,BPo,,,46,47,33,12,0.26,0.92,BPo
7/26/22,Outside,BP,BPo,,,47,69,44,17,0.25,1.26,BPo
7/26/22,Outside,BP,BPo,,,48,40,31,10,0.25,1.51,BPo
7/26/22,Outside,BP,BPo,,,49,59,45,17,0.29,1.07,BPo
7/26/22,Outside,BP,BPo,,,50,68,40,18,0.26,0.92,BPo
7/26/22,Outside,BP,BPo,,,51,59,34,17,0.29,0.58,BPo
7/26/22,Outside,BP,BPo,,,52,45,36,12,0.27,1.65,BPo
7/26/22,Outside,BP,BPo,,,53,49,39,14,0.29,1.34,BPo
7/26/22,Outside,BP,BPo,,,54,40,30,10,0.25,1.25,BPo
7/26/22,Outside,BP,BPo,,,55,48,33,10,0.21,2.13,BPo
7/26/22,Outside,BP,BPo,,,56,47,36,12,0.26,1.53,BPo
7/26/22,Outside,BP,BPo,,,57,62,43,17,0.27,0.70,BPo
7/26/22,Outside,BP,BPo,,,58,53,32,12,0.23,1.49,BPo
7/26/22,Outside,BP,BPo,,,59,46,42,14,0.30,2.90,BPo
7/26/22,Outside,BP,BPo,,,60,61,36,12,0.20,2.87,BPo
7/26/22,Outside,BP,BPo,,,61,62,34,15,0.24,1.67,BPo
7/26/22,Outside,BP,BPo,,,62,63,43,17,0.27,0.73,BPo
7/26/22,Outside,BP,BPo,,,63,55,37,15,0.27,0.54,BPo
7/26/22,Outside,BP,BPo,,,64,58,43,15,0.26,1.46,BPo
7/26/22,Outside,BP,BPo,,,65,45,32,12,0.27,0.73,BPo
7/26/22,Outside,BP,BPo,,,66,45,34,12,0.27,1.11,BPo
7/26/22,Outside,BP,BPo,,,67,46,36,14,0.30,0.83,BPo
7/26/22,Outside,BP,BPo,,,68,53,37,12,0.23,1.81,BPo
7/26/22,Outside,BP,BPo,,,69,54,40,17,0.31,0.41,BPo
7/26/22,Outside,BP,BPo,,,70,58,35,13,0.22,1.71,BPo
7/26/22,Outside,BP,BPo,,,71,36,30,11,0.31,1.16,BPo
7/26/22,Outside,BP,BPo,,,72,54,40,17,0.31,0.41,BPo
7/26/22,Outside,BP,BPo,,,73,58,37,15,0.26,0.77,BPo
7/26/22,Outside,BP,BPo,,,74,42,26,11,0.26,0.52,BPo
7/26/22,Outside,BP,BPo,,,75,66,34,16,0.24,2.24,BPo
7/26/22,Outside,BP,BPo,,,76,52,36,12,0.23,1.60,BPo
7/26/22,Outside,BP,BPo,,,77,48,35,12,0.25,1.28,BPo
7/26/22,Outside,BP,BPo,,,78,68,42,14,0.21,2.74,BPo
7/26/22,Outside,BP,BPo,,,79,68,48,15,0.22,2.66,BPo
7/26/22,Outside,BP,BPo,,,80,55,39,16,0.29,0.45,BPo
7/26/22,Outside,BP,BPo,,,81,48,30,14,0.29,0.22,BPo
7/26/22,Outside,BP,BPo,,,82,47,33,13,0.28,0.54,BPo
7/26/22,Outside,BP,BPo,,,83,44,34,13,0.30,0.80,BPo
7/26/22,Outside,BP,BPo,,,84,41,36,10,0.24,3.23,BPo
7/26/22,Outside,BP,BPo,,,85,36,25,10,0.28,0.37,BPo
7/26/22,Outside,BP,BPo,,,86,53,36,12,0.23,1.67,BPo
7/26/22,Outside,BP,BPo,,,87,35,30,11,0.31,1.32,BPo
7/26/22,Outside,BP,BPo,,,88,54,33,10,0.19,2.99,BPo
7/26/22,Outside,BP,BPo,,,89,40,33,12,0.30,1.25,BPo
7/26/22,Outside,BP,BPo,,,90,47,35,11,0.23,1.83,BPo
7/26/22,Outside,BP,BPo,,,91,46,33,12,0.26,0.90,BPo
7/26/22,Outside,BP,BPo,,,92,63,40,17,0.27,0.60,BPo
7/26/22,Outside,BP,BPo,,,93,33,30,13,0.39,1.53,BPo
7/26/22,Outside,BP,BPo,,,94,60,35,11,0.18,3.44,BPo
7/26/22,Outside,BP,BPo,,,95,53,44,15,0.28,2.07,BPo
7/26/22,Outside,BP,BPo,,,96,64,49,14,0.22,3.48,BPo
7/26/22,Inside,FB,FBi,,1,1,41,31,12,0.29,0.63,1
7/26/22,Inside,FB,FBi,,1,2,36,41,11,0.31,7.01,1
7/26/22,Inside,FB,FBi,,1,3,65,53,23,0.35,1.21,1
7/26/22,Inside,FB,FBi,,1,4,48,35,11,0.23,1.84,1
7/26/22,Inside,FB,FBi,,1,5,68,45,16,0.24,1.69,1
7/26/22,Inside,FB,FBi,,1,6,65,43,20,0.31,0.10,1
7/26/22,Inside,FB,FBi,,1,7,65,49,15,0.23,2.81,1
7/26/22,Inside,FB,FBi,,1,8,58,47,14,0.24,3.11,1
7/26/22,Inside,FB,FBi,,1,9,42,31,10,0.24,1.47,1
7/26/22,Inside,FB,FBi,,1,10,57,37,13,0.23,1.59,1
7/26/22,Inside,FB,FBi,,1,11,69,50,12,0.17,5.53,1
7/26/22,Inside,FB,FBi,,1,12,45,30,10,0.22,1.47,1
7/26/22,Inside,FB,FBi,,1,13,43,36,12,0.28,1.86,1
7/26/22,Inside,FB,FBi,,1,14,72,41,14,0.19,3.61,1
7/26/22,Inside,FB,FBi,,1,15,37,27,10,0.27,0.66,1
7/26/22,Inside,FB,FBi,,1,16,58,38,15,0.26,0.80,1
7/26/22,Inside,FB,FBi,,1,17,73,42,19,0.26,1.19,1
7/26/22,Inside,FB,FBi,,1,18,52,31,14,0.27,0.60,1
7/26/22,Inside,FB,FBi,,1,19,51,39,12,0.24,2.21,1
7/26/22,Inside,FB,FBi,,1,20,70,39,16,0.23,2.19,1
7/26/22,Inside,FB,FBi,,1,21,38,27,12,0.32,0.13,1
7/26/22,Inside,FB,FBi,,1,22,38,32,11,0.29,1.54,1
7/26/22,Inside,FB,FBi,,1,23,33,30,9,0.27,2.50,1
7/26/22,Inside,FB,FBi,,1,24,50,36,15,0.30,0.37,1
7/26/22,Inside,FB,FBi,,1,25,56,47,11,0.20,5.52,1
7/26/22,Inside,FB,FBi,,1,26,75,57,20,0.27,1.93,1
7/26/22,Inside,FB,FBi,,1,27,70,43,18,0.26,0.99,1
7/26/22,Inside,FB,FBi,,1,28,38,38,10,0.26,4.93,1
7/26/22,Inside,FB,FBi,,1,29,49,40,12,0.24,2.62,1
7/26/22,Inside,FB,FBi,,1,30,55,41,13,0.24,2.07,1
7/26/22,Inside,FB,FBi,,1,31,63,38,14,0.22,1.92,1
7/26/22,Inside,FB,FBi,,1,32,71,46,16,0.23,2.08,1
7/26/22,Inside,FB,FBi,,2,33,60,38,13,0.22,2.03,2
7/26/22,Inside,FB,FBi,,2,34,55,40,13,0.24,1.85,2
7/26/22,Inside,FB,FBi,,2,35,43,37,9,0.21,4.16,2
7/26/22,Inside,FB,FBi,,2,36,60,45,15,0.25,1.88,2
7/26/22,Inside,FB,FBi,,2,37,45,41,12,0.27,3.60,2
7/26/22,Inside,FB,FBi,,2,38,50,39,12,0.24,2.24,2
7/26/22,Inside,FB,FBi,,2,39,40,35,11,0.28,2.38,2
7/26/22,Inside,FB,FBi,,2,40,31,27,8,0.26,2.08,2
7/26/22,Inside,FB,FBi,,2,41,60,44,15,0.25,1.66,2
7/26/22,Inside,FB,FBi,,2,42,77,45,19,0.25,1.55,2
7/26/22,Inside,FB,FBi,,2,43,53,35,14,0.26,0.64,2
7/26/22,Inside,FB,FBi,,2,44,52,42,12,0.23,3.09,2
7/26/22,Inside,FB,FBi,,2,45,43,26,10,0.23,1.08,2
7/26/22,Inside,FB,FBi,,2,46,65,46,15,0.23,2.16,2
7/26/22,Inside,FB,FBi,,2,47,46,35,14,0.30,0.61,2
7/26/22,Inside,FB,FBi,,2,48,75,43,14,0.19,4.16,2
7/26/22,Inside,FB,FBi,,2,49,75,52,18,0.24,1.94,2
7/26/22,Inside,FB,FBi,,2,50,53,42,16,0.30,1.13,2
7/26/22,Inside,FB,FBi,,2,51,56,42,11,0.20,3.75,2
7/26/22,Inside,FB,FBi,,2,52,52,41,12,0.23,2.76,2
7/26/22,Inside,FB,FBi,,2,53,56,43,18,0.32,0.63,2
7/26/22,Inside,FB,FBi,,2,54,56,35,13,0.23,1.39,2
7/26/22,Inside,FB,FBi,,2,55,53,43,15,0.28,1.75,2
7/26/22,Inside,FB,FBi,,2,56,64,43,14,0.22,2.26,2
7/26/22,Inside,FB,FBi,,2,57,64,51,14,0.22,4.11,2
7/26/22,Inside,FB,FBi,,2,58,62,50,15,0.24,3.22,2
7/26/22,Inside,FB,FBi,,2,59,40,30,10,0.25,1.25,2
7/26/22,Inside,FB,FBi,,2,60,74,40,20,0.27,1.46,2
7/26/22,Inside,FB,FBi,,2,61,38,36,8,0.21,5.32,2
7/26/22,Inside,FB,FBi,,2,62,62,42,14,0.23,1.97,2
7/26/22,Inside,FB,FBi,,2,63,31,22,8,0.26,0.61,2
7/26/22,Inside,FB,FBi,,2,64,42,36,13,0.31,1.64,2
7/26/22,Inside,FB,FBi,,3,65,44,34,10,0.23,2.23,3
7/26/22,Inside,FB,FBi,,3,66,62,52,14,0.23,4.63,3
7/26/22,Inside,FB,FBi,,3,67,57,39,14,0.25,1.25,3
7/26/22,Inside,FB,FBi,,3,68,49,31,10,0.20,2.06,3
7/26/22,Inside,FB,FBi,,3,69,38,35,10,0.26,3.30,3
7/26/22,Inside,FB,FBi,,3,70,56,46,14,0.25,2.93,3
7/26/22,Inside,FB,FBi,,3,71,67,48,21,0.31,0.29,3
7/26/22,Inside,FB,FBi,,3,72,40,32,10,0.25,1.80,3
7/26/22,Inside,FB,FBi,,3,73,50,27,10,0.20,2.51,3
7/26/22,Inside,FB,FBi,,3,74,60,36,12,0.20,2.67,3
7/26/22,Inside,FB,FBi,,3,75,66,47,11,0.17,5.56,3
7/26/22,Inside,FB,FBi,,3,76,48,40,12,0.25,2.72,3
7/26/22,Inside,FB,FBi,,3,77,62,43,15,0.24,1.54,3
7/26/22,Inside,FB,FBi,,3,78,50,31,11,0.22,1.58,3
7/26/22,Inside,FB,FBi,,3,79,44,32,14,0.32,0.22,3
7/26/22,Inside,FB,FBi,,3,80,70,50,15,0.21,3.15,3
7/26/22,Inside,FB,FBi,,3,81,62,48,16,0.26,2.06,3
7/26/22,Inside,FB,FBi,,3,82,57,42,14,0.25,1.74,3
7/26/22,Inside,FB,FBi,,3,83,53,37,12,0.23,1.81,3
7/26/22,Inside,FB,FBi,,3,84,64,39,16,0.25,1.09,3
7/26/22,Inside,FB,FBi,,3,85,60,44,18,0.30,0.56,3
7/26/22,Inside,FB,FBi,,3,86,50,48,15,0.30,4.36,3
7/26/22,Inside,FB,FBi,,3,87,67,43,15,0.22,2.00,3
7/26/22,Inside,FB,FBi,,3,88,66,43,16,0.24,1.36,3
7/26/22,Inside,FB,FBi,,3,89,46,38,13,0.28,1.74,3
7/26/22,Inside,FB,FBi,,3,90,43,34,10,0.23,2.26,3
7/26/22,Inside,FB,FBi,,3,91,49,39,14,0.29,1.34,3
7/26/22,Inside,FB,FBi,,3,92,48,34,13,0.27,0.68,3
7/26/22,Inside,FB,FBi,,3,93,47,31,11,0.23,1.19,3
7/26/22,Inside,FB,FBi,,3,94,47,35,13,0.28,0.86,3
7/26/22,Inside,FB,FBi,,3,95,53,50,15,0.28,4.61,3
7/26/22,Inside,FB,FBi,,3,96,49,34,12,0.24,1.15,3
7/26/22,Outside,FB,FBo,,1,1,64,45,16,0.25,1.42,1
7/26/22,Outside,FB,FBo,,1,2,49,48,14,0.29,5.13,1
7/26/22,Outside,FB,FBo,,1,3,38,36,11,0.29,3.26,1
7/26/22,Outside,FB,FBo,,1,4,59,44,15,0.25,1.66,1
7/26/22,Outside,FB,FBo,,1,5,42,35,10,0.24,2.69,1
7/26/22,Outside,FB,FBo,,1,6,56,42,14,0.25,1.75,1
7/26/22,Outside,FB,FBo,,1,7,75,50,18,0.24,1.71,1
7/26/22,Outside,FB,FBo,,1,8,59,41,12,0.20,2.90,1
